Date,site_temp_min,site_temp_max,site_temp_WMO,site_temp_USGS,Barom,RelHum,WindGustSpeed,WindSpeed,VecAvgWindDir
9/6/15,nan,nan,nan,nan,nan,93.8,nan,1.7,87
9/7/15,nan,nan,nan,nan,nan,95.3,nan,2.8,nan
9/8/15,nan,nan,nan,nan,nan,80.7,nan,3.1,nan
9/9/15,nan,nan,nan,nan,nan,85.8,nan,2.5,nan
9/10/15,nan,nan,nan,nan,nan,89.4,nan,7,nan
9/11/15,nan,nan,nan,nan,nan,99.4,nan,4.3,nan
9/12/15,nan,nan,nan,nan,nan,100,nan,nan,nan
9/13/15,nan,nan,nan,nan,nan,98.2,nan,nan,nan
9/14/15,nan,nan,nan,nan,nan,96,nan,2.1,172
9/15/15,nan,nan,nan,nan,nan,91.6,nan,3.2,nan
9/16/15,nan,nan,nan,nan,nan,89.8,nan,5.2,nan
9/17/15,nan,nan,nan,nan,nan,96.2,nan,4.6,179
9/18/15,nan,nan,nan,nan,nan,99.7,nan,3,nan
9/19/15,nan,nan,nan,nan,nan,100,nan,2.6,nan
9/20/15,nan,nan,nan,nan,nan,99.1,nan,1.3,162
9/21/15,nan,nan,nan,nan,nan,93.6,nan,4.1,135
9/22/15,nan,nan,nan,nan,nan,84.7,nan,10.8,nan
9/23/15,nan,nan,nan,nan,nan,81.2,nan,9.8,nan
9/24/15,nan,nan,nan,nan,nan,88.7,nan,5,nan
9/25/15,nan,nan,nan,nan,nan,99.5,nan,2.4,nan
9/26/15,nan,nan,nan,nan,nan,100,nan,nan,nan
9/27/15,nan,nan,nan,nan,nan,100,nan,nan,nan
9/28/15,nan,nan,nan,nan,nan,96.9,nan,3.1,117
9/29/15,nan,nan,nan,nan,nan,93.2,nan,8.1,nan
9/30/15,nan,nan,nan,nan,nan,98.8,nan,4.3,nan
10/1/15,nan,nan,nan,nan,nan,91.4,nan,3.1,nan
10/2/15,nan,nan,nan,nan,nan,40.9,nan,4,nan
10/3/15,nan,nan,nan,nan,nan,60.8,nan,1.4,104
10/4/15,nan,nan,nan,nan,nan,70.4,nan,3.1,nan
10/5/15,nan,nan,nan,nan,nan,66.3,nan,9.2,nan
10/6/15,nan,nan,nan,nan,nan,48.1,nan,3.6,nan
10/7/15,nan,nan,nan,nan,nan,84.2,nan,4,106
10/8/15,nan,nan,nan,nan,nan,93,nan,8.5,nan
10/9/15,nan,nan,nan,nan,nan,90.5,nan,9.1,nan
10/10/15,nan,nan,nan,nan,nan,100,nan,2.7,nan
10/11/15,nan,nan,nan,nan,nan,94,nan,8,nan
10/12/15,nan,nan,nan,nan,nan,96.9,nan,6.7,nan
10/13/15,nan,nan,nan,nan,nan,99.4,nan,3.9,nan
10/14/15,nan,nan,nan,nan,nan,96.1,nan,2.1,nan
10/15/15,nan,nan,nan,nan,nan,71.3,nan,5.7,nan
10/16/15,nan,nan,nan,nan,nan,80.1,nan,8.9,nan
10/17/15,nan,nan,nan,nan,nan,95,nan,5.9,172
10/18/15,nan,nan,nan,nan,nan,96.7,nan,4.4,nan
10/19/15,nan,nan,nan,nan,nan,100,nan,2.3,nan
10/20/15,nan,nan,nan,nan,nan,96.7,nan,5.2,nan
10/21/15,nan,nan,nan,nan,nan,96.6,nan,6,nan
10/22/15,nan,nan,nan,nan,nan,98.9,nan,3.8,nan
10/23/15,nan,nan,nan,nan,nan,100,nan,1.6,nan
10/24/15,nan,nan,nan,nan,nan,84.3,nan,3.1,nan
10/25/15,nan,nan,nan,nan,nan,47.7,nan,2.7,nan
10/26/15,nan,nan,nan,nan,nan,45.2,nan,5.5,nan
10/27/15,nan,nan,nan,nan,nan,42.8,nan,4.2,90
10/28/15,nan,nan,nan,nan,nan,85,nan,5.8,nan
10/29/15,nan,nan,nan,nan,nan,95.8,nan,2.6,161
10/30/15,nan,nan,nan,nan,nan,91.2,nan,2.8,80
10/31/15,nan,nan,nan,nan,nan,84.5,nan,6.6,nan
11/1/15,nan,nan,nan,nan,nan,75.7,nan,5,36
11/2/15,nan,nan,nan,nan,nan,95.2,nan,1.5,nan
11/3/15,nan,nan,nan,nan,nan,94.4,nan,4.9,nan
11/4/15,nan,nan,nan,nan,nan,96.3,nan,2.6,nan
11/5/15,nan,nan,nan,nan,nan,68.6,nan,4.9,nan
11/6/15,nan,nan,nan,nan,nan,96.4,nan,6.4,nan
11/7/15,nan,nan,nan,nan,nan,90,nan,7,nan
11/8/15,nan,nan,nan,nan,nan,94,nan,1.8,nan
11/9/15,nan,nan,nan,nan,nan,97,nan,4.8,nan
11/10/15,nan,nan,nan,nan,nan,97,nan,2.2,nan
11/11/15,nan,nan,nan,nan,nan,95.7,nan,2,nan
11/12/15,nan,nan,nan,nan,nan,94.8,nan,9.5,nan
11/13/15,nan,nan,nan,nan,nan,94.2,nan,8.3,nan
11/14/15,nan,nan,nan,nan,nan,90.7,nan,5.7,157
11/15/15,nan,nan,nan,nan,nan,92.2,nan,4.7,nan
11/16/15,nan,nan,nan,nan,nan,86.3,nan,7.8,nan
11/17/15,nan,nan,nan,nan,nan,93.4,nan,1.6,254
11/18/15,nan,nan,nan,nan,nan,93.3,nan,2.9,nan
11/19/15,nan,nan,nan,nan,nan,93.7,nan,nan,nan
11/20/15,nan,nan,nan,nan,nan,98.4,nan,3.3,229
11/21/15,nan,nan,nan,nan,nan,98.8,nan,nan,nan
11/22/15,nan,nan,nan,nan,nan,94.6,nan,nan,nan
11/23/15,nan,nan,nan,nan,nan,92,nan,nan,nan
11/24/15,nan,nan,nan,nan,nan,94.7,nan,nan,nan
11/25/15,nan,nan,nan,nan,nan,97.2,nan,nan,nan
11/26/15,nan,nan,nan,nan,nan,57.5,nan,nan,nan
11/27/15,nan,nan,nan,nan,nan,80.2,nan,7,159
11/28/15,nan,nan,nan,nan,nan,88.9,nan,10.8,nan
11/29/15,nan,nan,nan,nan,nan,92,nan,13.4,nan
11/30/15,nan,nan,nan,nan,nan,92.2,nan,8.1,nan
12/1/15,nan,nan,nan,nan,nan,92.7,nan,6.3,nan
12/2/15,nan,nan,nan,nan,nan,93.8,nan,3.6,nan
12/3/15,nan,nan,nan,nan,nan,84.4,nan,4.9,nan
12/4/15,nan,nan,nan,nan,nan,84.8,nan,nan,nan
12/5/15,nan,nan,nan,nan,nan,82.4,nan,nan,nan
12/6/15,nan,nan,nan,nan,nan,86.7,nan,8.4,80
12/7/15,nan,nan,nan,nan,nan,92.9,nan,3.3,152
12/8/15,nan,nan,nan,nan,nan,86.5,nan,10.5,nan
12/9/15,nan,nan,nan,nan,nan,92.7,nan,5.7,nan
12/10/15,nan,nan,nan,nan,nan,77.5,nan,8.1,nan
12/11/15,nan,nan,nan,nan,nan,75.5,nan,5.8,nan
12/12/15,nan,nan,nan,nan,nan,91.9,nan,3.9,nan
12/13/15,nan,nan,nan,nan,nan,84.1,nan,0.8,64
12/14/15,nan,nan,nan,nan,nan,92.7,nan,4.3,218
12/15/15,nan,nan,nan,nan,nan,96.1,nan,1.1,nan
12/16/15,nan,nan,nan,nan,nan,75.9,nan,nan,nan
12/17/15,nan,nan,nan,nan,nan,79.8,nan,8.7,nan
12/18/15,nan,nan,nan,nan,nan,89.9,nan,3.8,123
12/19/15,nan,nan,nan,nan,nan,87.3,nan,7.7,nan
12/20/15,nan,nan,nan,nan,nan,89.2,nan,6.4,123
12/21/15,nan,nan,nan,nan,nan,88.4,nan,7.7,148
12/22/15,nan,nan,nan,nan,nan,94.9,nan,2.6,192
12/23/15,nan,nan,nan,nan,nan,93.6,nan,2.4,nan
12/24/15,nan,nan,nan,nan,nan,65.1,nan,2.2,nan
12/25/15,nan,nan,nan,nan,nan,46.1,nan,1.9,85
12/26/15,nan,nan,nan,nan,nan,87.8,nan,4.3,144
12/27/15,nan,nan,nan,nan,nan,95.1,nan,1.1,276
12/28/15,nan,nan,nan,nan,nan,88.8,nan,3.5,170
12/29/15,nan,nan,nan,nan,nan,97,nan,2.2,250
12/30/15,nan,nan,nan,nan,nan,72.9,nan,5.5,nan
12/31/15,nan,nan,nan,nan,nan,89.2,nan,10.8,nan
1/1/16,nan,nan,nan,nan,nan,92,nan,7.1,nan
1/2/16,nan,nan,nan,nan,nan,78.3,nan,8.6,nan
1/3/16,nan,nan,nan,nan,nan,55.8,nan,5.4,nan
1/4/16,nan,nan,nan,nan,nan,46,nan,4,nan
1/5/16,nan,nan,nan,nan,nan,36,nan,6.1,51
1/6/16,nan,nan,nan,nan,nan,45.1,nan,9.8,nan
1/7/16,nan,nan,nan,nan,nan,62.8,nan,3.2,nan
1/8/16,nan,nan,nan,nan,nan,64.3,nan,4.9,nan
1/9/16,nan,nan,nan,nan,nan,92.1,nan,4.9,nan
1/10/16,nan,nan,nan,nan,nan,92.3,nan,4.7,nan
1/11/16,nan,nan,nan,nan,nan,91.6,nan,7.5,nan
1/12/16,nan,nan,nan,nan,nan,89.3,nan,5.9,140
1/13/16,nan,nan,nan,nan,nan,84.4,nan,6.2,nan
1/14/16,nan,nan,nan,nan,nan,92.3,nan,3.8,nan
1/15/16,nan,nan,nan,nan,nan,85.4,nan,3.3,nan
1/16/16,nan,nan,nan,nan,nan,74.1,nan,6.9,nan
1/17/16,nan,nan,nan,nan,nan,79.8,nan,9,nan
1/18/16,nan,nan,nan,nan,nan,85,nan,7.7,135
1/19/16,nan,nan,nan,nan,nan,88.7,nan,5.3,nan
1/20/16,nan,nan,nan,nan,nan,92.1,nan,5.4,nan
1/21/16,nan,nan,nan,nan,nan,90.1,nan,9.3,nan
1/22/16,nan,nan,nan,nan,nan,89.3,nan,6.5,nan
1/23/16,nan,nan,nan,nan,nan,89.8,nan,5.8,nan
1/24/16,nan,nan,nan,nan,nan,88.1,nan,7.7,nan
1/25/16,nan,nan,nan,nan,nan,91,nan,8.1,nan
1/26/16,nan,nan,nan,nan,nan,96.7,nan,8.1,166
1/27/16,nan,nan,nan,nan,nan,91,nan,10,nan
1/28/16,nan,nan,nan,nan,nan,91.8,nan,7.4,nan
1/29/16,nan,nan,nan,nan,nan,91.7,nan,2.4,165
1/30/16,nan,nan,nan,nan,nan,87.9,nan,nan,nan
1/31/16,nan,nan,nan,nan,nan,80.2,nan,nan,nan
2/1/16,nan,nan,nan,nan,nan,95,nan,nan,nan
2/2/16,nan,nan,nan,nan,nan,95.6,nan,nan,nan
2/3/16,nan,nan,nan,nan,nan,89.2,nan,nan,nan
2/4/16,nan,nan,nan,nan,nan,91,nan,9,nan
2/5/16,nan,nan,nan,nan,nan,96.6,nan,1.7,nan
2/6/16,nan,nan,nan,nan,nan,96.3,nan,0.4,249
2/7/16,nan,nan,nan,nan,nan,91.1,nan,5.2,nan
2/8/16,nan,nan,nan,nan,nan,88.7,nan,6.6,141
2/9/16,nan,nan,nan,nan,nan,78.2,nan,5.3,nan
2/10/16,nan,nan,nan,nan,nan,88.9,nan,7,nan
2/11/16,nan,nan,nan,nan,nan,83.3,nan,9,nan
2/12/16,nan,nan,nan,nan,nan,86.1,nan,7.2,nan
2/13/16,nan,nan,nan,nan,nan,88.7,nan,4.8,nan
2/14/16,nan,nan,nan,nan,nan,89.8,nan,2.7,130
2/15/16,nan,nan,nan,nan,nan,92.6,nan,2.9,nan
2/16/16,nan,nan,nan,nan,nan,74.7,nan,10.3,nan
2/17/16,nan,nan,nan,nan,nan,79.2,nan,4.3,nan
2/18/16,nan,nan,nan,nan,nan,55,nan,3.9,58
2/19/16,nan,nan,nan,nan,nan,58.4,nan,6,96
2/20/16,nan,nan,nan,nan,nan,90.7,nan,7.9,nan
2/21/16,nan,nan,nan,nan,nan,83.8,nan,7.1,nan
2/22/16,nan,nan,nan,nan,nan,96.4,nan,2.6,nan
2/23/16,nan,nan,nan,nan,nan,42.7,nan,5.9,nan
2/24/16,nan,nan,nan,nan,nan,89.8,nan,8.1,nan
2/25/16,nan,nan,nan,nan,nan,90.4,nan,8.5,143
2/26/16,nan,nan,nan,nan,nan,90.3,nan,6.6,163
2/27/16,nan,nan,nan,nan,nan,88.7,nan,6.6,nan
2/28/16,nan,nan,nan,nan,nan,94.6,nan,4.6,nan
2/29/16,nan,nan,nan,nan,nan,96.6,nan,nan,nan
3/1/16,nan,nan,nan,nan,nan,58.4,nan,8.3,nan
3/2/16,nan,nan,nan,nan,nan,65.7,nan,13.1,nan
3/3/16,nan,nan,nan,nan,nan,82.2,nan,11.1,64
3/4/16,nan,nan,nan,nan,nan,78.6,nan,7.9,nan
3/5/16,nan,nan,nan,nan,nan,83.8,nan,6.9,nan
3/6/16,nan,nan,nan,nan,nan,84.7,nan,11.3,nan
3/7/16,nan,nan,nan,nan,nan,75.6,nan,4.2,nan
3/8/16,nan,nan,nan,nan,nan,86.3,nan,5.6,nan
3/9/16,nan,nan,nan,nan,nan,86.3,nan,6.9,116
3/10/16,nan,nan,nan,nan,nan,79.6,nan,9.7,nan
3/11/16,nan,nan,nan,nan,nan,76.1,nan,8.3,nan
3/12/16,nan,nan,nan,nan,nan,77.1,nan,14.2,nan
3/13/16,nan,nan,nan,nan,nan,72.1,nan,4.2,nan
3/14/16,nan,nan,nan,nan,nan,71.4,nan,4.5,nan
3/15/16,nan,nan,nan,nan,nan,86.8,nan,3.3,nan
3/16/16,nan,nan,nan,nan,nan,92.9,nan,2.3,194
3/17/16,nan,nan,nan,nan,nan,84.1,nan,2.5,137
3/18/16,nan,nan,nan,nan,nan,52.2,nan,3.2,194
3/19/16,nan,nan,nan,nan,nan,84.2,nan,6,nan
3/20/16,nan,nan,nan,nan,nan,80.5,nan,9.9,nan
3/21/16,nan,nan,nan,nan,nan,80.7,nan,8.8,nan
3/22/16,nan,nan,nan,nan,nan,90.5,nan,2.4,nan
3/23/16,nan,nan,nan,nan,nan,82,nan,8.2,nan
3/24/16,nan,nan,nan,nan,nan,88.1,nan,2.7,nan
3/25/16,nan,nan,nan,nan,nan,92.3,nan,4,nan
3/26/16,nan,nan,nan,nan,nan,89.8,nan,6.8,nan
3/27/16,nan,nan,nan,nan,nan,98,nan,2.6,nan
3/28/16,nan,nan,nan,nan,nan,98.9,nan,3.2,nan
3/29/16,nan,nan,nan,nan,nan,100,nan,nan,nan
3/30/16,nan,nan,nan,nan,nan,78.7,nan,nan,nan
3/31/16,nan,nan,nan,nan,nan,32.6,nan,1.4,122
4/1/16,nan,nan,nan,nan,nan,73.4,nan,5.7,154
4/2/16,nan,nan,nan,nan,nan,99.9,nan,nan,nan
4/3/16,nan,nan,nan,nan,nan,71.9,nan,nan,nan
4/4/16,nan,nan,nan,nan,nan,76.4,nan,7.4,nan
4/5/16,nan,nan,nan,nan,nan,95.2,nan,6.5,187
4/6/16,nan,nan,nan,nan,nan,98.3,nan,nan,nan
4/7/16,nan,nan,nan,nan,nan,83.2,nan,nan,109
4/8/16,nan,nan,nan,nan,nan,82.1,nan,4.6,nan
4/9/16,nan,nan,nan,nan,nan,79.7,nan,nan,349
4/10/16,nan,nan,nan,nan,nan,62.7,nan,2.4,nan
4/11/16,nan,nan,nan,nan,nan,97.6,nan,2.2,nan
4/12/16,nan,nan,nan,nan,nan,83.5,nan,6.3,nan
4/13/16,nan,nan,nan,nan,nan,81.8,nan,3.9,140
4/14/16,nan,nan,nan,nan,nan,88,nan,5.5,116
4/15/16,nan,nan,nan,nan,nan,87.8,nan,6,148
4/16/16,nan,nan,nan,nan,nan,85.4,nan,4.7,147
4/17/16,nan,nan,nan,nan,nan,86.3,nan,8.3,nan
4/18/16,nan,nan,nan,nan,nan,96.2,nan,3.6,nan
4/19/16,nan,nan,nan,nan,nan,84,nan,2.1,nan
4/20/16,nan,nan,nan,nan,nan,42.3,nan,5.4,nan
4/21/16,nan,nan,nan,nan,nan,62.3,nan,9,nan
4/22/16,nan,nan,nan,nan,nan,89,nan,4.3,nan
4/23/16,nan,nan,nan,nan,nan,94.7,nan,4.5,nan
4/24/16,nan,nan,nan,nan,nan,97.4,nan,1,291
4/25/16,nan,nan,nan,nan,nan,89,nan,4.9,nan
4/26/16,nan,nan,nan,nan,nan,91.7,nan,6.3,nan
4/27/16,nan,nan,nan,nan,nan,85.1,nan,5.2,nan
4/28/16,nan,nan,nan,nan,nan,91.8,nan,7.2,nan
4/29/16,nan,nan,nan,nan,nan,94.7,nan,2.7,nan
4/30/16,nan,nan,nan,nan,nan,89.6,nan,9.3,nan
5/1/16,nan,nan,nan,nan,nan,89.6,nan,7.3,nan
5/2/16,nan,nan,nan,nan,nan,96.9,nan,5.8,nan
5/3/16,nan,nan,nan,nan,nan,97.1,nan,1.5,nan
5/4/16,nan,nan,nan,nan,nan,95.2,nan,2.7,nan
5/5/16,nan,nan,nan,nan,nan,94.5,nan,3.5,nan
5/6/16,nan,nan,nan,nan,nan,94.9,nan,9.2,nan
5/7/16,nan,nan,nan,nan,nan,94.9,nan,3,nan
5/8/16,nan,nan,nan,nan,nan,95.3,nan,nan,nan
5/9/16,nan,nan,nan,nan,nan,97.1,nan,1.6,nan
5/10/16,nan,nan,nan,nan,nan,92.2,nan,2,nan
5/11/16,nan,nan,nan,nan,nan,65.8,nan,7.3,nan
5/12/16,nan,nan,nan,nan,nan,46.9,nan,8.8,nan
5/13/16,nan,nan,nan,nan,nan,40.3,nan,8.6,nan
5/14/16,nan,nan,nan,nan,nan,34,nan,5.9,nan
5/15/16,nan,nan,nan,nan,nan,39.6,nan,1.5,220
5/16/16,nan,nan,nan,nan,nan,88.8,nan,2.8,170
5/17/16,nan,nan,nan,nan,nan,90.8,nan,7.9,nan
5/18/16,nan,nan,nan,nan,nan,83.6,nan,3.4,nan
5/19/16,nan,nan,nan,nan,nan,64.8,nan,1.8,54
5/20/16,nan,nan,nan,nan,nan,54.6,nan,2.5,88
5/21/16,nan,nan,nan,nan,nan,63.1,nan,0.8,nan
5/22/16,nan,nan,nan,nan,nan,92.6,nan,1.1,nan
5/23/16,nan,nan,nan,nan,nan,99.1,nan,1.2,271
5/24/16,nan,nan,nan,nan,nan,99.1,nan,0.9,nan
5/25/16,nan,nan,nan,nan,nan,100,nan,2,nan
5/26/16,nan,nan,nan,nan,nan,94.7,nan,1.5,267
5/27/16,nan,nan,nan,nan,nan,79.1,nan,2.9,8
5/28/16,nan,nan,nan,nan,nan,77.4,nan,9.3,nan
5/29/16,nan,nan,nan,nan,nan,80.6,nan,2.8,nan
5/30/16,nan,nan,nan,nan,nan,89.9,nan,1.7,nan
5/31/16,nan,nan,nan,nan,nan,74.3,nan,2.3,105
6/1/16,nan,nan,nan,nan,nan,89.9,nan,3.5,nan
6/2/16,nan,nan,nan,nan,nan,85.9,nan,2.4,136
6/3/16,nan,nan,nan,nan,nan,89.1,nan,5.6,132
6/4/16,nan,nan,nan,nan,nan,87.4,nan,4.1,nan
6/5/16,nan,nan,nan,nan,nan,89.2,nan,6.5,nan
6/6/16,nan,nan,nan,nan,nan,99.8,nan,3.5,nan
6/7/16,nan,nan,nan,nan,nan,96.4,nan,nan,nan
6/8/16,nan,nan,nan,nan,nan,65.6,nan,10.7,nan
6/9/16,nan,nan,nan,nan,nan,57.4,nan,5.6,9
6/10/16,nan,nan,nan,nan,nan,69.1,nan,0.8,106
6/11/16,nan,nan,nan,nan,nan,100,nan,2.4,242
6/12/16,nan,nan,nan,nan,nan,92.3,nan,4,nan
6/13/16,nan,nan,nan,nan,nan,90.8,nan,1.5,223
6/14/16,nan,nan,nan,nan,nan,60.4,nan,1.3,124
6/15/16,nan,nan,nan,nan,nan,75.3,nan,5.6,nan
6/16/16,nan,nan,nan,nan,nan,63.7,nan,3.8,nan
6/17/16,nan,nan,nan,nan,nan,85.9,nan,3,nan
6/18/16,nan,nan,nan,nan,nan,95.2,nan,2,nan
6/19/16,nan,nan,nan,nan,nan,94.8,nan,1.8,271
6/20/16,nan,nan,nan,nan,nan,75.2,nan,2.6,156
6/21/16,nan,nan,nan,nan,nan,89.9,nan,2.7,102
6/22/16,nan,nan,nan,nan,nan,78.5,nan,2.6,nan
6/23/16,nan,nan,nan,nan,nan,83.5,nan,1.1,nan
6/24/16,nan,nan,nan,nan,nan,78,nan,2.1,193
6/25/16,nan,nan,nan,nan,nan,93.4,nan,2.3,152
6/26/16,nan,nan,nan,nan,nan,91.8,nan,2.8,158
6/27/16,nan,nan,nan,nan,nan,74.1,nan,3.2,106
6/28/16,nan,nan,nan,nan,nan,81.7,nan,3.2,95
6/29/16,nan,nan,nan,nan,nan,75.9,nan,2.4,nan
6/30/16,nan,nan,nan,nan,nan,88.6,nan,2.2,112
7/1/16,nan,nan,nan,nan,nan,83.3,nan,6.1,96
7/2/16,nan,nan,nan,nan,nan,88.4,nan,3.7,nan
7/3/16,nan,nan,nan,nan,nan,99.2,nan,1.8,nan
7/4/16,nan,nan,nan,nan,nan,100,nan,2.1,nan
7/5/16,nan,nan,nan,nan,nan,98.4,nan,1.9,nan
7/6/16,nan,nan,nan,nan,nan,96.7,nan,1.8,255
7/7/16,nan,nan,nan,nan,nan,76.5,nan,2.3,nan
7/8/16,nan,nan,nan,nan,nan,70.3,nan,6.5,29
7/9/16,nan,nan,nan,nan,nan,82,nan,1.8,nan
7/10/16,nan,nan,nan,nan,nan,92,nan,2,nan
7/11/16,nan,nan,nan,nan,nan,76.9,nan,1.1,80
7/12/16,nan,nan,nan,nan,nan,81.9,nan,3.8,nan
7/13/16,nan,nan,nan,nan,nan,85.3,nan,2.7,16
7/14/16,nan,nan,nan,nan,nan,96.4,nan,0.9,234
7/15/16,nan,nan,nan,nan,nan,82.5,nan,0.9,157
7/16/16,nan,nan,nan,nan,nan,68.5,nan,1,142
7/17/16,nan,nan,nan,nan,nan,67.5,nan,2.2,55
7/18/16,nan,nan,nan,nan,nan,59.7,nan,3.1,54
7/19/16,nan,nan,nan,nan,nan,80.5,nan,1.9,nan
7/20/16,nan,nan,nan,nan,nan,96.8,nan,2.4,nan
7/21/16,nan,nan,nan,nan,nan,99.9,nan,2.2,nan
7/22/16,nan,nan,nan,nan,nan,99.8,nan,2.4,nan
7/23/16,nan,nan,nan,nan,nan,92.4,nan,5.8,nan
7/24/16,nan,nan,nan,nan,nan,98.6,nan,4,nan
7/25/16,nan,nan,nan,nan,nan,100,nan,2.9,nan
7/26/16,nan,nan,nan,nan,nan,94.4,nan,2.6,149
7/27/16,nan,nan,nan,nan,nan,91,nan,4.4,nan
7/28/16,nan,nan,nan,nan,nan,95.1,nan,3.9,nan
7/29/16,nan,nan,nan,nan,nan,100,nan,3.8,nan
7/30/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
7/31/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
8/1/16,2.4,11.6,7,5,nan,92,nan,1.7,nan
8/2/16,3.1,11.6,7.3,5.6,nan,91.9,nan,0.9,230
8/3/16,3.5,5.6,4.5,4.3,nan,99.3,nan,2.2,nan
8/4/16,2.3,9.9,6.1,4.8,nan,95.3,nan,1.5,nan
8/5/16,7.3,11,9.2,8.9,nan,68,nan,0.9,284
8/6/16,8.4,11.6,10,9.6,nan,81,nan,1.4,253
8/7/16,8.5,11.6,10.1,9.8,nan,77.1,nan,1.7,265
8/8/16,5.5,10.8,8.1,6.8,nan,93.5,nan,1.9,189
8/9/16,5.1,7.1,6.1,5.6,nan,98,nan,2.3,203
8/10/16,2.7,5.3,4,3.6,nan,100,nan,2.7,229
8/11/16,3.9,6.1,5,5.4,nan,99.8,nan,2.4,nan
8/12/16,5.4,6.5,6,5.9,nan,100,nan,2.6,nan
8/13/16,5,6.6,5.8,5.7,nan,95,nan,4.4,158
8/14/16,4.1,7.1,5.6,6,nan,91.9,nan,5.4,nan
8/15/16,3.3,5.9,4.6,4.5,nan,95.5,nan,4.9,208
8/16/16,2.3,3.7,3,3,nan,100,nan,3,nan
8/17/16,2.8,4.6,3.7,3.3,nan,100,nan,2.7,nan
8/18/16,3.8,6.6,5.2,4.5,nan,94,nan,2.7,128
8/19/16,3.9,6.6,5.2,4.9,nan,99.9,nan,3.2,nan
8/20/16,2.1,4.5,3.3,3.4,nan,98.6,nan,1.4,259
8/21/16,3.1,9.8,6.4,5.1,nan,83.4,nan,1.4,269
8/22/16,2.1,9.7,5.9,4.5,nan,87.9,nan,1.9,213
8/23/16,3,5.7,4.4,4.3,nan,98.6,nan,2.7,204
8/24/16,4.8,7.8,6.3,6.2,nan,100,nan,2.2,nan
8/25/16,6,8.8,7.4,7.3,nan,95.2,nan,1.6,nan
8/26/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
8/27/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
8/28/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
8/29/16,1.8,5.6,3.7,3.8,nan,79.9,nan,15.2,nan
8/30/16,1.1,1.8,1.5,1.3,nan,83.8,nan,17.6,nan
8/31/16,1.3,3.1,2.2,1.9,nan,78.3,nan,9.8,nan
9/1/16,2.2,3.2,2.7,2.6,nan,81.2,nan,6.9,nan
9/2/16,2.4,4.9,3.6,2.9,nan,82.5,nan,2.5,nan
9/3/16,3.1,6.2,4.6,3.9,nan,80.5,nan,3.5,57
9/4/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/5/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/6/16,0.7,3.3,2,2.3,nan,nan,nan,nan,nan
9/7/16,0.9,3.4,2.1,2,nan,98.6,nan,2.2,236
9/8/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/9/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/10/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/11/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/12/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/13/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/14/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/15/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/16/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/17/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/18/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/19/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/20/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/21/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/22/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/23/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/24/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/25/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/26/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/27/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/28/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/29/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
9/30/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
10/1/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
10/2/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
10/3/16,nan,nan,nan,nan,nan,nan,nan,nan,nan
10/4/16,-2.7,-1.7,-2.2,-2.3,nan,80.7,nan,12.6,nan
10/5/16,-3.3,-2.4,-2.8,-2.9,nan,83.8,nan,7.7,nan
10/6/16,-4.3,-2.5,-3.4,-3.7,nan,84.9,nan,12.8,nan
10/7/16,-5.6,-3.8,-4.7,-4.5,nan,84.8,nan,14.6,nan
10/8/16,-6.5,-4.1,-5.3,-5.7,nan,80.9,nan,7.1,nan
10/9/16,-6.3,2.5,-1.9,-2,nan,48.5,nan,2.3,49
10/10/16,-0.2,4.4,2.1,2.6,nan,18.6,nan,1.4,85
10/11/16,1.6,7.1,4.3,3.6,nan,16.6,nan,1.1,nan
10/12/16,-3,3.5,0.2,-0.4,nan,32.4,nan,4.6,nan
10/13/16,-4.2,2.9,-0.6,-0.7,nan,42.2,nan,13.3,nan
